id,name,current_path,target_path,action,status,notes,mime_type,size
1KrKhVZzqn4kwjsqlU2s9-Uw4nLuuh2vAYJNd3RgrmfI,2025-05-15 – Préparation de l'automatisation Fiches Produits KURA – Ressource,03_RESSOURCES/06_Inspirations/2025-05-15 – Préparation de l'automatisation Fiches Produits KURA – Ressource,99_Archives/Inspirations/2025-05-15 – Préparation de l'automatisation Fiches Produits KURA – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,6948
140crLlJSi4t-nIrluFdpPQ1lagK3ql8bj0azPENHfv4,2025-05-16 – Script Variantes – Ressource,03_RESSOURCES/06_Inspirations/2025-05-16 – Script Variantes – Ressource,99_Archives/Inspirations/2025-05-16 – Script Variantes – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
1zLYZBgLP_g1r_HND92Bu7MzNyKft_KOrlDB7eu6xm9Q,2025-05-17 – Texte collections Kura Japan – Ressource,03_RESSOURCES/06_Inspirations/2025-05-17 – Texte collections Kura Japan – Ressource,99_Archives/Inspirations/2025-05-17 – Texte collections Kura Japan – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,21460
1z_oPUswXyIiuP4Bu_uthWWjnCVBnq94J8oa5AEFGU7Y,2025-05-22 – Branding du site Génération Images – Ressource,03_RESSOURCES/06_Inspirations/2025-05-22 – Branding du site Génération Images – Ressource,99_Archives/Inspirations/2025-05-22 – Branding du site Génération Images – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,13345
1bxcB7aOpVtcchT2ENssUaPsM1plKufvugL7J1EzrpFM,2025-05-22 – Images nécessaires pour le setup de Xclusive – Ressource,03_RESSOURCES/06_Inspirations/2025-05-22 – Images nécessaires pour le setup de Xclusive – Ressource,99_Archives/Inspirations/2025-05-22 – Images nécessaires pour le setup de Xclusive – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,2866
1CV6-A-_mLoTOUENpKm0zdm9oG-OHhDK4EkezpfBU5bY,2025-07-18 – [ORIGINAL] Articles de blog – Ressource,03_RESSOURCES/06_Inspirations/2025-07-18 – [ORIGINAL] Articles de blog – Ressource,99_Archives/Inspirations/2025-07-18 – [ORIGINAL] Articles de blog – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,13190
1yCg-sGj2P4hMdIHyfNJAAfZuZy8FOPYtJSuh5UpZeJM,2025-07-18 – [ORIGINAL] FEUILLE CALCUL TRADUCTION – Ressource,03_RESSOURCES/06_Inspirations/2025-07-18 – [ORIGINAL] FEUILLE CALCUL TRADUCTION – Ressource,99_Archives/Inspirations/2025-07-18 – [ORIGINAL] FEUILLE CALCUL TRADUCTION – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
18tXtUN78abqobsmVWBxRl8lGSeIUVDgASS7AXqua6DU,2025-08-14 – Ressources Affiliés – Ressource,03_RESSOURCES/06_Inspirations/2025-08-14 – Ressources Affiliés – Ressource,99_Archives/Inspirations/2025-08-14 – Ressources Affiliés – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,4135
1HqKMwxFhREMqLmLxIlcAow0mSwG3-ZxKzA2WDJwDNB4,2025-05-02 – Etude Gemini Fournisseurs Dropshipping et POD – Ressource,03_RESSOURCES/06_Inspirations/2025-05-02 – Etude Gemini Fournisseurs Dropshipping et POD – Ressource,99_Archives/Inspirations/2025-05-02 – Etude Gemini Fournisseurs Dropshipping et POD – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,19844
15wU8A2hGU4FECCy0ysJrD4JFVBkyi3LBPQjtMFfAmI4,2025-05-02 – Etude mots clés et Structure site – Ressource,03_RESSOURCES/06_Inspirations/2025-05-02 – Etude mots clés et Structure site – Ressource,99_Archives/Inspirations/2025-05-02 – Etude mots clés et Structure site – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,450736
1w-aDs7YhFzp06ZGgtV-1R8pyc9ZdaTfjncd2HNn4-rQ,2025-01-07 – Mots-clés business – Ressource,03_RESSOURCES/06_Inspirations/2025-01-07 – Mots-clés business – Ressource,99_Archives/Inspirations/2025-01-07 – Mots-clés business – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,2141
14R4P3QEtRu-AY2nNmOwKis_N9Qjsxthm-DpTZtzpEsE,2024-10-04 – Mini-pack 3 scripts de podcast à personnaliser GREEN SLOW AGENCY – Ressource,03_RESSOURCES/06_Inspirations/2024-10-04 – Mini-pack 3 scripts de podcast à personnaliser GREEN SLOW AGENCY – Ressource,99_Archives/Inspirations/2024-10-04 – Mini-pack 3 scripts de podcast à personnaliser GREEN SLOW AGENCY – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,18021
1QDvADQ0ldMZ67laWyRF4JHlouoz0AOpDpmqgt6WHclY,2023-07-27 – ORIGINAL | A2 Objectifs de la refonte – Ressource,03_RESSOURCES/06_Inspirations/2023-07-27 – ORIGINAL | A2 Objectifs de la refonte – Ressource,99_Archives/Inspirations/2023-07-27 – ORIGINAL | A2 Objectifs de la refonte – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1187
1MKIva2lL5BcL0AIkJE1Q71koOrKQYrMXtD8jHc6igtQ,2023-07-27 – ORIGINAL | A3 Audit du site existant – Ressource,03_RESSOURCES/06_Inspirations/2023-07-27 – ORIGINAL | A3 Audit du site existant – Ressource,99_Archives/Inspirations/2023-07-27 – ORIGINAL | A3 Audit du site existant – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
1YazDrzyxcg1vUheK972fPdOjFQqgSlzDSxsbK8_Jvq4,2023-07-27 – ORIGINAL | A4 Déterminer la cible de la refonte – Ressource,03_RESSOURCES/06_Inspirations/2023-07-27 – ORIGINAL | A4 Déterminer la cible de la refonte – Ressource,99_Archives/Inspirations/2023-07-27 – ORIGINAL | A4 Déterminer la cible de la refonte – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
1oEnP_m0azLoGkr9jszC3lS8yDY87JXmCd7wyCBXWjL4,2023-07-27 – ORIGINAL | A5 Prioriser les objectifs – Ressource,03_RESSOURCES/06_Inspirations/2023-07-27 – ORIGINAL | A5 Prioriser les objectifs – Ressource,99_Archives/Inspirations/2023-07-27 – ORIGINAL | A5 Prioriser les objectifs – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1338
1JIZfpapbiKropfk2cNSkTZXmDF1e7nWumS9_BKGIZgg,2023-07-28 – ORIGINAL | Fiche suivi Michaël K. – Ressource,03_RESSOURCES/06_Inspirations/2023-07-28 – ORIGINAL | Fiche suivi Michaël K. – Ressource,99_Archives/Inspirations/2023-07-28 – ORIGINAL | Fiche suivi Michaël K. – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,3216
1bhmeb2uawTE4JL-buictWJPvfPu5VIVlDEWB3RE-VOc,2023-07-31 – ORIGINAL | Pricing System – Ressource,03_RESSOURCES/06_Inspirations/2023-07-31 – ORIGINAL | Pricing System – Ressource,99_Archives/Inspirations/2023-07-31 – ORIGINAL | Pricing System – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,6151
1g9DLjVFncnd883aREFboPrPls6qIltQl,2023-08-07 – Guide gratuit Avoir un site internet générateur de leads en 2023 – Ressource.docx,03_RESSOURCES/06_Inspirations/2023-08-07 – Guide gratuit Avoir un site internet générateur de leads en 2023 – Ressource.docx,99_Archives/Inspirations/2023-08-07 – Guide gratuit Avoir un site internet générateur de leads en 2023 – Ressource.docx,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.openxmlformats-officedocument.wordprocessingml.document,29650492
1y-IxbAfYd0YO9WIsgJyRpt6lWc6_qGmiFOfWTiM4RvI,2023-10-12 – Objections – Ressource,03_RESSOURCES/06_Inspirations/2023-10-12 – Objections – Ressource,99_Archives/Inspirations/2023-10-12 – Objections – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,9253
1G3S-e2aukXmSWJDsHKR0cFx6V08J4p4pDIQwn6itfz8,2023-11-24 – Document type X meilleurs Y – Ressource,03_RESSOURCES/06_Inspirations/2023-11-24 – Document type X meilleurs Y – Ressource,99_Archives/Inspirations/2023-11-24 – Document type X meilleurs Y – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,131242
1PaC5VuyX14Y0iQYWExtwclxdW6KIMOBeQ1zT-yMtTkw,"2023-11-24 – Document type ""Avis sur X"" – Ressource","03_RESSOURCES/06_Inspirations/2023-11-24 – Document type ""Avis sur X"" – Ressource","99_Archives/Inspirations/2023-11-24 – Document type ""Avis sur X"" – Ressource",MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,131052
12tWrBkOE5vmY4EpCRRSXsrRZBeylKoOGdAOVx0rILs8,2024-01-06 – ORIGINAL | Suivi KPI et feedbacks CC – Ressource,03_RESSOURCES/06_Inspirations/2024-01-06 – ORIGINAL | Suivi KPI et feedbacks CC – Ressource,99_Archives/Inspirations/2024-01-06 – ORIGINAL | Suivi KPI et feedbacks CC – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,2528
1iPjpcMwtH-d5vzNuWkK7fp7UDdKpwwYSKZ4VVX1AN1A,2024-01-06 – ORIGINAL | Document type X vs Y – Ressource,03_RESSOURCES/06_Inspirations/2024-01-06 – ORIGINAL | Document type X vs Y – Ressource,99_Archives/Inspirations/2024-01-06 – ORIGINAL | Document type X vs Y – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,131424
1_pvd_gDhr9AWOIKWm1GshwDQi_Dw56c6TlkRpwNmXgQ,2024-02-02 – [ORIGINAL] Lettre challenge – Ressource,03_RESSOURCES/06_Inspirations/2024-02-02 – [ORIGINAL] Lettre challenge – Ressource,99_Archives/Inspirations/2024-02-02 – [ORIGINAL] Lettre challenge – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,2952033
1ijKRkQPFrfR4D2tOfewJ1VlQaH7iHkvRua6uQslDaaA,2024-03-18 – [ORIGINAL] Référentiel de Recherche de Mots-clés Mayboutik – Ressource,03_RESSOURCES/06_Inspirations/2024-03-18 – [ORIGINAL] Référentiel de Recherche de Mots-clés Mayboutik – Ressource,99_Archives/Inspirations/2024-03-18 – [ORIGINAL] Référentiel de Recherche de Mots-clés Mayboutik – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,15958
1uJaZ7f9P-HuHSFCSHQheNuYXWMgVlgTg,2024-03-21 – [ORIGINAL] Rédigez vos règles serveur – Ressource.docx,03_RESSOURCES/06_Inspirations/2024-03-21 – [ORIGINAL] Rédigez vos règles serveur – Ressource.docx,99_Archives/Inspirations/2024-03-21 – [ORIGINAL] Rédigez vos règles serveur – Ressource.docx,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22530
1hopmmxBNEQVD_OKL1FwwogSUI3ghV11T,2024-03-21 – [ORIGINAL] Rédigez vos guides Discord – Ressource.docx,03_RESSOURCES/06_Inspirations/2024-03-21 – [ORIGINAL] Rédigez vos guides Discord – Ressource.docx,99_Archives/Inspirations/2024-03-21 – [ORIGINAL] Rédigez vos guides Discord – Ressource.docx,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21857
1S0bNbZlX43g2IwOs9SpLpq2--eeZa88Vrcy0pa72gc0,2024-03-28 – [ORIGINAL] 21 Types de Bullet Points – Ressource,03_RESSOURCES/06_Inspirations/2024-03-28 – [ORIGINAL] 21 Types de Bullet Points – Ressource,99_Archives/Inspirations/2024-03-28 – [ORIGINAL] 21 Types de Bullet Points – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,18078
1OLNfLlQtR0V5Kd0ALzXKX9-sIg5hB8661zEWU7x1kY4,2024-04-23 – [ORIGINAL] Générateur de plan de redirections – Ressource,03_RESSOURCES/06_Inspirations/2024-04-23 – [ORIGINAL] Générateur de plan de redirections – Ressource,99_Archives/Inspirations/2024-04-23 – [ORIGINAL] Générateur de plan de redirections – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,261473
18otMVx3DAQYbETWNBXSjYjHKOSv39iT5,2024-05-02 – [ORIGINAL] Liste exemple – Ressource.xlsx,03_RESSOURCES/06_Inspirations/2024-05-02 – [ORIGINAL] Liste exemple – Ressource.xlsx,99_Archives/Inspirations/2024-05-02 – [ORIGINAL] Liste exemple – Ressource.xlsx,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,6488
19OlVefqeYUWqWRAt73j3AIw7ZOEhKYCzdZhKdkxcCws,2024-05-04 – [ORIGINAL] URL LEROYNICOLAS – Ressource,03_RESSOURCES/06_Inspirations/2024-05-04 – [ORIGINAL] URL LEROYNICOLAS – Ressource,99_Archives/Inspirations/2024-05-04 – [ORIGINAL] URL LEROYNICOLAS – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,7676
1K8FABVvm19Dm-BeCKxjmxhMfQMlFUdZEQRyQAkmO1ZA,2025-04-12 – [ORIGINAL] Suivi KPI et feedbacks CC – Ressource,03_RESSOURCES/06_Inspirations/2025-04-12 – [ORIGINAL] Suivi KPI et feedbacks CC – Ressource,99_Archives/Inspirations/2025-04-12 – [ORIGINAL] Suivi KPI et feedbacks CC – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,2529
1JhT_kKa1cmkU5ImHyicRYx_XXKHLFS4KeusuRQQvsMw,2025-04-13 – [ORIGINAL] Gestion prospect – Ressource,03_RESSOURCES/06_Inspirations/2025-04-13 – [ORIGINAL] Gestion prospect – Ressource,99_Archives/Inspirations/2025-04-13 – [ORIGINAL] Gestion prospect – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,43048
1NydPifP3u0Vn15gzEs-VvcS2AejxfFLs61ahG5G8i_s,2025-04-13 – [ORIGINAL] MCCF APPORT D'AFFAIRES – Ressource,03_RESSOURCES/06_Inspirations/2025-04-13 – [ORIGINAL] MCCF APPORT D'AFFAIRES – Ressource,99_Archives/Inspirations/2025-04-13 – [ORIGINAL] MCCF APPORT D'AFFAIRES – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,2337
1Ogc9D5qgHAJuUq6SUzOyswgIMun6BrjABG_NVru5JNs,2025-04-13 – [ORIGINAL] MCCF Suivi Marketing – Ressource,03_RESSOURCES/06_Inspirations/2025-04-13 – [ORIGINAL] MCCF Suivi Marketing – Ressource,99_Archives/Inspirations/2025-04-13 – [ORIGINAL] MCCF Suivi Marketing – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,3917
1bVAcky391wjffSZdbFFZ_9Q69ZLLneeF1MDCCxLmFbA,2025-05-26 – Thruuu cluster report Intelligence Artificielle LIVEMENTOR FORMULA – Ressource,03_RESSOURCES/06_Inspirations/2025-05-26 – Thruuu cluster report Intelligence Artificielle LIVEMENTOR FORMULA – Ressource,99_Archives/Inspirations/2025-05-26 – Thruuu cluster report Intelligence Artificielle LIVEMENTOR FORMULA – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,23973
15JX5ZnLslGQtAg9mEKBIpc529gfi7FDv-F-gcm-EBgw,2025-05-28 – Thruuu cluster report mega cluster – Ressource,03_RESSOURCES/06_Inspirations/2025-05-28 – Thruuu cluster report mega cluster – Ressource,99_Archives/Inspirations/2025-05-28 – Thruuu cluster report mega cluster – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,152063
1vuh1sSCAw6pxNUND3ZQpXKAmOc3mE5LyEAsQQ3Ka0vk,2025-04-14 – [La Référence WP] Guide du propriétaire de site – Ressource,03_RESSOURCES/06_Inspirations/2025-04-14 – [La Référence WP] Guide du propriétaire de site – Ressource,99_Archives/Inspirations/2025-04-14 – [La Référence WP] Guide du propriétaire de site – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.presentation,26898
1O-5ZWqhb80tM7NJe6MGHmR28WedEWJygbkgV5O8C-9g,2025-08-24 – Usecase Live Haloscan x MCP – Ressource,03_RESSOURCES/06_Inspirations/2025-08-24 – Usecase Live Haloscan x MCP – Ressource,99_Archives/Inspirations/2025-08-24 – Usecase Live Haloscan x MCP – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,6777
1jEtEbmxFmVlb0nSTLNwOYxrjJKSpRjvudFru1cCNayk,2025-01-07 – ROADMAP 0-6 – Ressource,03_RESSOURCES/06_Inspirations/2025-01-07 – ROADMAP 0-6 – Ressource,99_Archives/Inspirations/2025-01-07 – ROADMAP 0-6 – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,7320
1GthF0tdQuroN142Bk64tZ227TgzoZ546,2023-06-15 – SHORTS DOMINATION™ – Ressource.xlsx,03_RESSOURCES/06_Inspirations/2023-06-15 – SHORTS DOMINATION™ – Ressource.xlsx,99_Archives/Inspirations/2023-06-15 – SHORTS DOMINATION™ – Ressource.xlsx,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,106899
1VMbZqMu5Y8dwjZ0LYQC4ld7M5SWff9Lh,2024-02-13 – Outro- version 01 – Ressource.mp4,03_RESSOURCES/06_Inspirations/2024-02-13 – Outro- version 01 – Ressource.mp4,99_Archives/Inspirations/2024-02-13 – Outro- version 01 – Ressource.mp4,MOVE,READY,Inspirations (2.1 Go) -> archive,video/mp4,623296
1ZVBGHAxssQnXfcovMcpD72KmGuLKm6l6ej4JSfV2PyA,2021-10-08 – MatricePerformance-V-0 – Ressource,03_RESSOURCES/06_Inspirations/2021-10-08 – MatricePerformance-V-0 – Ressource,99_Archives/Inspirations/2021-10-08 – MatricePerformance-V-0 – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,36609
1TDHMIpfh_vUsItIvDSHU8LrVi0HSv0QR,2022-04-16 – IDENTIFICATION DES RÔLES DE SON ENTREPRISE- DIAGNOSTIC – Ressource.xlsx,03_RESSOURCES/06_Inspirations/2022-04-16 – IDENTIFICATION DES RÔLES DE SON ENTREPRISE- DIAGNOSTIC – Ressource.xlsx,99_Archives/Inspirations/2022-04-16 – IDENTIFICATION DES RÔLES DE SON ENTREPRISE- DIAGNOSTIC – Ressource.xlsx,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,64270
1nO8OtqLE4IiizGmQlhT7K0dyfbY2mGGu-4iIOsvLP2I,2022-07-01 – Condition Générales de Vente-Consommateurs-Internet (Produits) – Ressource,03_RESSOURCES/06_Inspirations/2022-07-01 – Condition Générales de Vente-Consommateurs-Internet (Produits) – Ressource,99_Archives/Inspirations/2022-07-01 – Condition Générales de Vente-Consommateurs-Internet (Produits) – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,14143
1GhA6PeqTIv0gLiCNKYaCJ5c4wm-4veoz,2023-06-10 – FORUM BL LISTE COMPLETE – Ressource.csv,03_RESSOURCES/06_Inspirations/2023-06-10 – FORUM BL LISTE COMPLETE – Ressource.csv,99_Archives/Inspirations/2023-06-10 – FORUM BL LISTE COMPLETE – Ressource.csv,MOVE,READY,Inspirations (2.1 Go) -> archive,text/csv,15308
1JN5jRCzRkRQ7qqO_WwD0M1c7hAEeO3ISM9e-Ej2cT1w,2023-07-18 – ORIGINAL | Carnet de Bord – Ressource,03_RESSOURCES/06_Inspirations/2023-07-18 – ORIGINAL | Carnet de Bord – Ressource,99_Archives/Inspirations/2023-07-18 – ORIGINAL | Carnet de Bord – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,2646
1Qb0Ou6eT6nVcr0V_M0dXtrCjj2kMbUQksx71P8pIoTc,2023-11-01 – Eleven Labs Free Trial – Ressource,03_RESSOURCES/06_Inspirations/2023-11-01 – Eleven Labs Free Trial – Ressource,99_Archives/Inspirations/2023-11-01 – Eleven Labs Free Trial – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
1m30S7j4CR13VdaoGJcq4DlSar4o8cMR0O-gE8QevUec,2024-01-26 – About – Ressource,03_RESSOURCES/06_Inspirations/2024-01-26 – About – Ressource,99_Archives/Inspirations/2024-01-26 – About – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
1k2hRwEi9XOaB8ZX9ycwhlpxqp1k5LhUHjUrNslNpvys,2024-03-05 – KW | FLUENTBOOKING – Ressource,03_RESSOURCES/06_Inspirations/2024-03-05 – KW | FLUENTBOOKING – Ressource,99_Archives/Inspirations/2024-03-05 – KW | FLUENTBOOKING – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
1cHjPwlPvj2PCZHIfn565YClTrFPQaY_sQpXLprt9ZcE,2024-03-21 – DISCORD schoolsWP – Ressource,03_RESSOURCES/06_Inspirations/2024-03-21 – DISCORD schoolsWP – Ressource,99_Archives/Inspirations/2024-03-21 – DISCORD schoolsWP – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,1024
10KJ5aroY7VIsbWSRyBLHjFrfFhS1onGbcaqQh51Gq8Q,2024-03-18 – [ORIGINAL] Référentiel de Recherche de Mots-clés Mayboutik – Ressource,03_RESSOURCES/06_Inspirations/2024-03-18 – [ORIGINAL] Référentiel de Recherche de Mots-clés Mayboutik – Ressource,99_Archives/Inspirations/2024-03-18 – [ORIGINAL] Référentiel de Recherche de Mots-clés Mayboutik – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,343652
1Nhwz9O9LRe_xtZ1ZNm0gK8wzVPfeXQqelEvEANYojNA,2024-05-19 – [ORIGINAL] Recherche de mots-clés – Ressource,03_RESSOURCES/06_Inspirations/2024-05-19 – [ORIGINAL] Recherche de mots-clés – Ressource,99_Archives/Inspirations/2024-05-19 – [ORIGINAL] Recherche de mots-clés – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.spreadsheet,2268
1jK8eYEzx2kUnpmdvM0TooZmAQp8wFCiDxZqan4jn0Z4,2024-10-03 – [ORIGINAL]Mini-pack 3 scripts de podcast à personnaliser GREEN SLOW AGENCY – Ressource,03_RESSOURCES/06_Inspirations/2024-10-03 – [ORIGINAL]Mini-pack 3 scripts de podcast à personnaliser GREEN SLOW AGENCY – Ressource,99_Archives/Inspirations/2024-10-03 – [ORIGINAL]Mini-pack 3 scripts de podcast à personnaliser GREEN SLOW AGENCY – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,18021
1tfm_RSR5qMwwNtEnUsaZ6mExRFe8f-rRrDJ27Fg8rGs,2024-10-14 – [ORIGINAL] Exemples de stratégies de mots-clés pour différents métiers – Ressource,03_RESSOURCES/06_Inspirations/2024-10-14 – [ORIGINAL] Exemples de stratégies de mots-clés pour différents métiers – Ressource,99_Archives/Inspirations/2024-10-14 – [ORIGINAL] Exemples de stratégies de mots-clés pour différents métiers – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,5803
1nCL5FuwHM3bLKZk-zExWodCG-HXCvW5zeowngToweIE,2024-10-14 – [ORIGINAL] Structurer une page d’accueil – Ressource,03_RESSOURCES/06_Inspirations/2024-10-14 – [ORIGINAL] Structurer une page d’accueil – Ressource,99_Archives/Inspirations/2024-10-14 – [ORIGINAL] Structurer une page d’accueil – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,6167
1ILXPF-X38zV474vReKGNUUw7mFMAXEnG5jljDc7FFTQ,2024-10-14 – [ORIGINAL] Structurer une page service – Ressource,03_RESSOURCES/06_Inspirations/2024-10-14 – [ORIGINAL] Structurer une page service – Ressource,99_Archives/Inspirations/2024-10-14 – [ORIGINAL] Structurer une page service – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,7496
1P-98T5PiQuPufo-cfpUfwA27WyK0y7Kh-EraUpxodxo,2024-10-14 – [ORIGINAL] Structurer une page contact – Ressource,03_RESSOURCES/06_Inspirations/2024-10-14 – [ORIGINAL] Structurer une page contact – Ressource,99_Archives/Inspirations/2024-10-14 – [ORIGINAL] Structurer une page contact – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,1645
1399CYDICoHdR-8WkXFG-FyVH6xIeaIqx1G_bP8hNW_M,2024-10-15 – [ORIGINAL] Rédaction article satellite – Ressource,03_RESSOURCES/06_Inspirations/2024-10-15 – [ORIGINAL] Rédaction article satellite – Ressource,99_Archives/Inspirations/2024-10-15 – [ORIGINAL] Rédaction article satellite – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,3496
195r48P1_24oTzlz3XZIEXvu_RyXrll9AJKrp8nubwVw,2024-10-15 – [ORIGINAL] Idées pour des articles invités – Ressource,03_RESSOURCES/06_Inspirations/2024-10-15 – [ORIGINAL] Idées pour des articles invités – Ressource,99_Archives/Inspirations/2024-10-15 – [ORIGINAL] Idées pour des articles invités – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,7946
1GFNh-4FcSV8pk0uCqpnz7bSxNpkx6-iBAdt6PcuTUbM,2024-10-15 – [ORIGINAL] Script Demande Article Invité – Ressource,03_RESSOURCES/06_Inspirations/2024-10-15 – [ORIGINAL] Script Demande Article Invité – Ressource,99_Archives/Inspirations/2024-10-15 – [ORIGINAL] Script Demande Article Invité – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,5194
1m2-ZmeQTgGPX4Otebo6PTH49ioAEIk5ELw7Wf6K3lBo,2024-10-15 – [ORIGINAL] Exemple de brief pour un article sponsorisé – Ressource,03_RESSOURCES/06_Inspirations/2024-10-15 – [ORIGINAL] Exemple de brief pour un article sponsorisé – Ressource,99_Archives/Inspirations/2024-10-15 – [ORIGINAL] Exemple de brief pour un article sponsorisé – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,1710
18sOAGdXuFYXWHHNrZmTVRgESjeNvCaHupU9cNx5JP6Q,2024-10-15 – [ORIGINAL] Suivi de positions sur Google – Ressource,03_RESSOURCES/06_Inspirations/2024-10-15 – [ORIGINAL] Suivi de positions sur Google – Ressource,99_Archives/Inspirations/2024-10-15 – [ORIGINAL] Suivi de positions sur Google – Ressource,MOVE,READY,Inspirations (2.1 Go) -> archive,application/vnd.google-apps.document,2139
